,index,Category,Message
2343,2449,ham,Do u knw dis no. &lt;#&gt; ?
2344,2450,ham,Then she dun believe wat?
2345,2451,ham,K..give back my thanks.
2346,2452,ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
2347,2453,ham,Okay. I've seen it. So i should pick it on friday?
2348,2454,ham,How much she payed. Suganya.
2349,2455,ham,Left dessert. U wan me 2 go suntec look 4 u?
2350,2456,ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
2351,2457,ham,Onum ela pa. Normal than.
2352,2458,ham,K.k..how is your sister kids?
2353,2459,ham,"Cool, I'll text you when I'm on the way"
2354,2460,ham,Nope. Meanwhile she talk say make i greet you.
2355,2461,ham,i cant talk to you now.i will call when i can.dont keep calling.
2356,2462,ham,Anything lar...
2357,2463,ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
2358,2464,ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
2359,2465,ham,They will pick up and drop in car.so no problem..
2360,2466,ham,S.i think he is waste for rr..
2361,2467,ham,He is world famamus....
2362,2468,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
2363,2469,ham,Lol well don't do it without me. We could have a big sale together.
2364,2470,ham,* Am on my way
2365,2471,ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
2366,2472,ham,"sry can't talk on phone, with parents"
2367,2474,ham,Ok lor wat time ü finish?
2368,2475,ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
2369,2476,ham,Mm i am on the way to railway
2370,2478,ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
2371,2479,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
2372,2480,spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
2373,2481,spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
2374,2482,ham,K.:)do it at evening da:)urgent:)
2375,2483,ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
2376,2484,ham,Mm have some kanji dont eat anything heavy ok
2377,2485,ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
2378,2486,ham,Lol that's different. I don't go trying to find every real life photo you ever took.
2379,2487,ham,I dont thnk its a wrong calling between us
2380,2488,ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
2381,2489,ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
2382,2490,ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
2383,2491,ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
2384,2492,ham,"Greetings me, ! Consider yourself excused."
2385,2493,ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
2386,2494,ham,they released another Italian one today and it has a cosign option
2387,2495,ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
2388,2496,spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
2389,2497,ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
2390,2498,ham,Dai what this da.. Can i send my resume to this id.
2391,2499,ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
2392,2500,ham,Yup i've finished c ü there...
2393,2501,ham,Remember to ask alex about his pizza
2394,2502,ham,No da..today also i forgot..
2395,2503,ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
2396,2504,ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
2397,2505,ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
2398,2506,ham,Congrats kano..whr s the treat maga?
2399,2507,ham,Who u talking about?
2400,2508,ham,Yup...
2401,2510,ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
2402,2511,ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...
2403,2512,ham,Er yep sure. Props?
2404,2513,ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
2405,2514,spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
2406,2515,ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
2407,2516,ham,Bognor it is! Should be splendid at this time of year.
2408,2517,ham,Yes.i'm in office da:)
2409,2520,ham,Ok. I only ask abt e movie. U wan ktv oso?
2410,2521,ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
2411,2523,ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
2412,2525,spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
2413,2527,ham,Do u noe how 2 send files between 2 computers?
2414,2528,ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
2415,2529,ham,jay says he'll put in  &lt;#&gt;
2416,2530,ham,Can you just come in for a sec? There's somebody here I want you to see
2417,2531,ham,So the sun is anti sleep medicine.
2418,2532,ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
2419,2533,ham,Yup ok...
2420,2534,ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
2421,2535,ham,Ok enjoy . R u there in home.
2422,2536,ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
2423,2537,ham,You do what all you like
2424,2538,ham,That's y we haf to combine n c how lor...
2425,2539,ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
2426,2540,ham,Hmmm:)how many players selected?
2427,2541,ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
2428,2542,ham,I dont. Can you send it to me. Plus how's mode.
2429,2543,ham,Aiyo please ü got time meh.
2430,2544,ham,Package all your programs well
2431,2545,ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
2432,2546,ham,So are you guys asking that i get that slippers again or its gone with last year
2433,2547,ham,Company is very good.environment is terrific and food is really nice:)
2434,2548,spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
2435,2549,ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
2436,2550,ham,Yup but not studying surfing lor. I'm in e lazy mode today.
2437,2551,ham,Please sen :)my kind advice :-)please come here and try:-)
2438,2552,ham,I'm done. C ü there.
2439,2553,ham,"Oh fine, I'll be by tonight"
2440,2554,ham,Ü give me some time to walk there.
2441,2555,ham,I'll reach in ard 20 mins ok...
2442,2556,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
2443,2557,ham,Fuck babe ... What happened to you ? How come you never came back?
2444,2558,spam,This message is brought to you by GMW Ltd. and is not connected to the
2445,2559,ham,"Some friends want me to drive em someplace, probably take a while"
2446,2560,ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
2447,2561,ham,Are you still getting the goods.
2448,2562,ham,And maybe some pressies
2449,2563,ham,"Yeah I am, so I'll leave maybe 7ish?"
2450,2566,ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
2451,2567,ham,You in your room? I need a few
2452,2568,ham,I dont want to hear anything
2453,2569,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
2454,2570,ham,Ultimately tor motive tui achieve korli.
2455,2571,ham,From 5 to 2 only my work timing.
2456,2572,ham,… and don‘t worry we‘ll have finished by march … ish!
2457,2573,ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
2458,2574,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
2459,2575,spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
2460,2576,ham,Now thats going to ruin your thesis!
2461,2577,ham,In sch but neva mind u eat 1st lor..
2462,2578,ham,Hey whats up? U sleeping all morning?
2463,2579,ham,Erm. I thought the contract ran out the4th of october.
2464,2580,ham,I dunno until when... Lets go learn pilates...
2465,2581,spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
2466,2582,ham,Yup i'm elaborating on the safety aspects and some other issues..
2467,2583,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
2468,2584,ham,"Goodmorning, today i am late for 1hr."
2469,2585,ham,Hi happy birthday. Hi hi hi hi hi hi hi
2470,2586,ham,I will be outside office take all from there
2471,2587,ham,If you don't respond imma assume you're still asleep and imma start calling n shit
2472,2588,ham,"Aight, see you in a bit"
2473,2589,ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
2474,2590,spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
2475,2591,ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
2476,2592,ham,Still work going on:)it is very small house.
2477,2593,ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
2478,2594,ham,Tmr timin still da same wat cos i got lesson until 6...
2479,2595,ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
2480,2597,ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
2481,2598,ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
2482,2599,ham,Okie... Thanx...
2483,2600,ham,"Gosh that , what a pain. Spose I better come then."
2484,2601,ham,"As usual..iam fine, happy &amp; doing well..:)"
2485,2602,ham,Okie
2486,2603,ham,So when you gonna get rimac access
2487,2604,ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
2488,2605,ham,You call times job today ok umma and ask them to speed up
2489,2606,ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
2490,2607,ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
2491,2608,ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
2492,2609,ham,Hello madam how are you ?
2493,2610,ham,"Awesome, text me when you're restocked"
2494,2612,spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
2495,2613,ham,Yes. It's all innocent fun. O:-)
2496,2614,ham,Thanks for sending this mental ability question..
2497,2615,ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
2498,2616,ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
2499,2617,ham,I went to ur hon lab but no one is there.
2500,2619,ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
2501,2620,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
2502,2621,ham,How come?
2503,2622,ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
2504,2623,ham,Ok lor...
2505,2624,ham,I'm coming home 4 dinner.
2506,2625,ham,S da..al r above  &lt;#&gt;
2507,2626,spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
2508,2627,ham,Unni thank you dear for the recharge..Rakhesh
2509,2628,ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
2510,2629,ham,Haha... They cant what... At the most tmr forfeit... haha so how?
2511,2630,ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
2512,2631,ham,No way I'm going back there!
2513,2632,spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
2514,2633,ham,I WILL CAL YOU SIR. In meeting
2515,2634,ham,"That's what I love to hear :V see you sundayish, then"
2516,2635,ham,"Sorry da thangam, very very sorry i am held up with prasad."
2517,2636,ham,Tiwary to rcb.battle between bang and kochi.
2518,2637,ham,Thank god they are in bed!
2519,2638,ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
2520,2639,ham,Am in gobi arts college
2521,2640,ham,Why she wants to talk to me
2522,2641,ham,Pandy joined 4w technologies today.he got job..
2523,2642,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
2524,2643,ham,"They can try! They can get lost, in fact. Tee hee"
2525,2645,ham,My friends use to call the same.
2526,2647,ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
2527,2648,ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
2528,2649,ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
2529,2650,ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
2530,2651,ham,Do you like shaking your booty on the dance floor?
2531,2652,ham,"Text me when you get off, don't call, my phones having problems"
2532,2653,ham,No need for the drug anymore.
2533,2654,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
2534,2655,ham,Its sarcasm.. .nt scarcasim
2535,2656,ham,Great! I have to run now so ttyl!
2536,2657,ham,Feel like trying kadeem again? :V
2537,2658,ham,Dai  &lt;#&gt;  naal eruku.
2538,2659,ham,Not yet chikku..wat abt u?
2539,2661,ham,Want to finally have lunch today?
2540,2662,ham,Do you know when dad will be back?
2541,2663,spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
2542,2664,spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
2543,2665,ham,He remains a bro amongst bros
2544,2666,ham,R u meeting da ge at nite tmr?
2545,2667,ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
2546,2668,ham,Why de. You looking good only:-)..
2547,2669,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg
2548,2670,spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
2549,2671,ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
2550,2672,ham,"That's cool, I'll come by like  &lt;#&gt; ish"
2551,2673,ham,Super msg da:)nalla timing.
2552,2674,ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
2553,2675,ham,I am 6 ft. We will be a good combination!
2554,2676,ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
2555,2677,ham,* Am on a train back from northampton so i'm afraid not!
2556,2678,ham,Where in abj are you serving. Are you staying with dad or alone.
2557,2679,ham,Was playng 9 doors game and gt racing on phone lol
2558,2680,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
2559,2682,ham,I'm on da bus going home...
2560,2683,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
2561,2684,ham,I'm okay. Chasing the dream. What's good. What are you doing next.
2562,2685,ham,Yupz... I've oredi booked slots 4 my weekends liao...
2563,2686,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
2564,2687,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
2565,2689,ham,Yes I know the cheesy songs from frosty the snowman :)
2566,2690,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
2567,2691,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
2568,2692,ham,Hey tmr meet at bugis 930 ?
2569,2693,spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
2570,2694,ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
2571,2695,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
2572,2696,ham,And whenever you and i see we can still hook up too.
2573,2697,ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
2574,2698,ham,Can you use foreign stamps for whatever you send them off for?
2575,2699,spam,FROM 88066 LOST £12 HELP
2576,2700,ham,Oh baby of the house. How come you dont have any new pictures on facebook
2577,2701,ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
2578,2702,ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
2579,2703,ham,"Omw back to tampa from west palm, you hear what happened?"
2580,2704,ham,Yup no more already... Thanx 4 printing n handing it up.
2581,2705,spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
2582,2706,ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
2583,2707,ham,S now only i took tablets . Reaction morning only.
2584,2708,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
2585,2709,ham,"Nah, I'm a perpetual DD"
2586,2710,ham,Sorry de i went to shop.
2587,2711,spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
2588,2713,ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
2589,2714,ham,Nope i'm not drivin... I neva develop da photos lei...
2590,2715,ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
2591,2716,ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
2592,2717,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2593,2718,ham,Okie.. Thanx..
2594,2720,ham,Go where n buy? Juz buy when we get there lar.
2595,2722,ham,I'm working technical support :)voice process.
2596,2723,ham,It's justbeen overa week since we broke up and already our brains are going to mush!
2597,2724,ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
2598,2725,ham,Nope... C ü then...
2599,2726,ham,No. But we'll do medical missions to nigeria
2600,2727,ham,No i am not having not any movies in my laptop
2601,2729,spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
2602,2730,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
2603,2731,ham,I havent lei.. Next mon can?
2604,2732,ham,Mm feeling sleepy. today itself i shall get that dear
2605,2733,ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
2606,2734,ham,Do ü noe if ben is going?
2607,2735,ham,Can you do a mag meeting this avo at some point?
2608,2736,ham,I meant middle left or right?
2609,2737,ham,Really? I crashed out cuddled on my sofa.
2610,2738,ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
2611,2739,ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
2612,2741,ham,Nothing. Can...
2613,2743,ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
2614,2744,ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
2615,2745,ham,"Tick, tick, tick ... Babe"
2616,2746,ham,R ü going 4 today's meeting?
2617,2747,ham,K da:)how many page you want?
2618,2748,ham,Ya had just now.onion roast.
2619,2749,ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
2620,2750,ham,You said not now. No problem. When you can. Let me know.
2621,2751,ham,Ok but tell me half an hr b4 u come i need 2 prepare.
2622,2752,ham,Play w computer? Aiyah i tok 2 u lor?
2623,2753,ham,Sat right? Okay thanks...
2624,2754,ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
2625,2755,ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
2626,2756,ham,We r outside already.
2627,2757,ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
2628,2758,ham,Yo we are watching a movie on netflix
2629,2759,ham,What time. I‘m out until prob 3 or so
2630,2760,ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
2631,2763,ham,ARR birthday today:) i wish him to get more oscar.
2632,2765,ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
2633,2766,ham,and  picking them up from various points
2634,2767,spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
2635,2768,ham,Wow v v impressed. Have funs shopping!
2636,2769,ham,I am on the way to ur home
2637,2770,spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
2638,2771,ham,No problem. Talk to you later
2639,2772,ham,Then ur sis how?
2640,2773,ham,Still in customer place
2641,2774,spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
2642,2775,ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
2643,2776,ham,We confirm eating at esplanade?
2644,2777,ham,Send me your id and password
2645,2778,ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
2646,2779,spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
2647,2780,ham,Well I might not come then...
2648,2781,ham,Long after I quit. I get on only like 5 minutes a day as it is.
2649,2782,ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
2650,2783,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
2651,2784,ham,"Just arrived, see you in a couple days &lt;3"
2652,2785,ham,"K, wat s tht incident?"
2653,2786,ham,Yeah get the unlimited
2654,2787,ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
2655,2788,ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
2656,2789,ham,Ü got wat to buy tell us then ü no need to come in again.
2657,2790,ham,When you are big..| God will bring success.
2658,2791,spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
2659,2792,ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
2660,2793,ham,Well there's still a bit left if you guys want to tonight
2661,2794,ham,Not from this campus. Are you in the library?
2662,2795,ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
2663,2796,ham,How will I creep on you now? ;_;
2664,2798,ham,If I get there before you after your ten billion calls and texts so help me god
2665,2800,ham,I've told him that i've returned it. That should i re order it.
2666,2801,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
2667,2802,ham,Depends on where u going lor.
2668,2803,ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
2669,2804,spam,FreeMsg>FAV XMAS TONES!Reply REAL
2670,2805,ham,Lil fever:) now fine:)
2671,2806,ham,I think it's all still in my car
2672,2807,ham,Can a not?
2673,2809,ham,Yes princess! I want to catch you with my big strong hands...
2674,2810,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
2675,2811,ham,Mm so you asked me not to call radio
2676,2812,ham,Thinkin about someone is all good. No drugs for that
2677,2814,ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
2678,2815,ham,"Alright if you're sure, let me know when you're leaving"
2679,2816,ham,Some are lasting as much as 2 hours. You might get lucky.
2680,2817,ham,Genius what's up. How your brother. Pls send his number to my skype.
2681,2818,spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
2682,2819,ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
2683,2820,ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
2684,2821,spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
2685,2822,ham,Oh god..taken the teeth?is it paining
2686,2823,spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
2687,2824,ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
2688,2825,ham,No need to buy lunch for me.. I eat maggi mee..
2689,2826,spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
2690,2828,ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
